show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description
s7277;TV Show;Twelve Forever;NA;Kelsy Abbott, Antony Del Rio, Jaylen Barron, Matt Berry, Bridget Everett, Brandon Wardell, Steve Agee, Spencer Rothbell, Nick Sumida, Ashley Boettcher, Wade Randolph;United States;July 29, 2019;2019;TV-PG;1 Season;Kids' TV;Reggie's wild imagination unlocks a weird and wonderful world where she can be herself – and escape the pressures of growing up.
s2779;Movie;Holy Camp!;Javier Ambrossi, Javier Calvo;Macarena García, Anna Castillo, Belén Cuesta, Gracia Olayo, Richard Collins-Moore, Llum Barrera, Secun de la Rosa, María Isabel Díaz, Víctor Elías, Henry Méndez, Esti Quesada;Spain;January 29, 2018;2017;TV-MA;108 min;Comedies, Dramas, Faith & Spirituality;In this musical comedy, two rebellious teen girls who love electronic music have a life-changing brush with the divine at a camp run by nuns.
s634;Movie;Ave Maryam;Ertanto Robby Soediskam;Maudy Koesnaedi, Chicco Jerikho, Tutie Kirana, Olga Lydia, Joko Anwar, Nathania Angela Widjaja, Sendy Febrina, Suhartini, Atie Krisnawati, Ratnawati Sutandar, Ninik Winarni Utomo;Indonesia;September 3, 2020;2018;TV-PG;73 min;Dramas, International Movies, Romantic Movies;A devoted nun who cares for her elder sisters must choose between upholding her vows or pursuing her forbidden feelings for a fascinating pastor.
s6687;TV Show;The Most Beautiful Hands of Delhi;NA;Björn Kjellman, Joy Sengupta, Natasha Jayetileke;Sweden;July 20, 2017;2017;TV-MA;1 Season;International TV Shows, TV Comedies, TV Dramas;A stalled career, failed marriage and receding hairline drive a middle-aged Swedish man to try to revitalize his life by visiting India.
s3854;TV Show;Magi: The Labyrinth of Magic;NA;Kaori Ishihara, Yuki Kaji, Haruka Tomatsu, Daisuke Ono, Ryohei Kimura, Yoshimasa Hosoya, Takahiro Sakurai, Showtaro Morikubo, Yui Horie, Tomokazu Sugita;Japan;June 21, 2019;2013;TV-14;2 Seasons;Anime Series, International TV Shows;A land of mysterious ruins and a magical treasure hunt await young Aladdin and his courageous friend Alibaba for the adventure of their lives.
s4260;Movie;Mr. Virgin;Anthony Chan;Olivia Cheng, Alfred Cheung, Hu Chin, Chung Ping Geung, Anglie Leung;Hong Kong;August 16, 2018;1984;TV-14;86 min;Comedies, Dramas, International Movies;When a young man ignores a feng shui master’s warning and decides to marry before turning 30, a series of mishaps begins to curse his life.
s4384;TV Show;Nadiya’s Time to Eat;NA;Nadiya Hussain;United Kingdom;April 29, 2020;2020;TV-G;1 Season;British TV Shows, International TV Shows, Reality TV;On this cooking show, Nadiya Hussain serves up delicious shortcuts, vital ingredients and fast favorites — perfect for today's time-strapped families.
s4017;Movie;Meet the In-Laws;Niyi Akinmolayan;Adeniyi Johnson, Tina Mba, Dele Odule, Lilian Esoro, Amaechi Muonagor, Blessing Onwukwe, Dayo Amusa, Kenneth Okolie;Nigeria;August 18, 2020;2017;TV-PG;75 min;Comedies, Dramas, International Movies;When their respective parents oppose their union, a newly engaged couple learns that the reasons for pushback run deeper than just tribal differences.
s5835;TV Show;Stranger;NA;Seung-woo Cho, Doona Bae, Joon-hyuk Lee, Kyeong-yeong Lee, Jae-myung Yoo, Hye-sun Shin;South Korea;August 16, 2020;2020;TV-MA;2 Seasons;Crime TV Shows, International TV Shows, Korean TV Shows;With the help of a gutsy female detective, a prosecutor who has lost the ability to feel empathy tackles a murder case amid political corruption.
s6260;TV Show;The Curious Creations of Christine McConnell;NA;Christine McConnell, Colleen Smith, Adam Mayfield, Michael Oosterom, Drew Massey, Mick Ignis, Tim Lagasse, Dita von Teese, Steven M. Porter, Elko Weaver;United States;October 12, 2018;2018;TV-PG;1 Season;TV Comedies, TV Mysteries;Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts – and wildly inappropriate creatures.
s2715;TV Show;Hi Bye, Mama!;NA;Kim Tae-hee, Lee Kyoo-hyung, Go Bo-gyeol, Shin Dong-mi, Seo Woo-jin, Lee Si-woo, Oh Eui-sik, Ahn Nae-sang, Kim Mee-kyeong, Park Su-young, Kim Mi-su, Yoon Sa-bong;South Korea;February 23, 2020;2020;TV-14;1 Season;International TV Shows, Korean TV Shows, Romantic TV Shows;When the ghost of a woman gains a second chance at life for 49 days, she reappears in front of her remarried husband and young daughter.
s5634;Movie;Sinister 2;Ciarán Foy;Shannyn Sossamon, John Beasley, James Ransone, Tate Ellington, Robert Daniel Sloan, Dartanian Sloan, Lucas Jade Zumann, Lea Coco;United States, United Kingdom;October 16, 2019;2015;R;97 min;Horror Movies;A single mother and her twin sons move into a rural house, unaware of its history of being inhabited by an evil spirit that preys upon young children.
s6585;TV Show;The Legend of Korra;NA;Janet Varney, David Faustino, P.J. Byrne, J.K. Simmons, Dee Bradley Baker, Seychelle Gabriel, Logan Wells, Jeff Bennett, Kiernan Shipka;United States;August 14, 2020;2014;TV-Y7;4 Seasons;Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy;A female avatar who can control the elements fights to keep her city safe from the evil forces of both the physical and spiritual worlds.
s4896;TV Show;Pokémon Journeys: The Series;NA;Ikue Otani, Sarah Natochenny, Zeno Robinson, James Carter Cathcart, Michele Knotz, Cherami Leigh, Rodger Parsons, Ray Chase, Casey Mongillo;NA;December 4, 2020;2020;TV-Y7;3 Seasons;Anime Series, Kids' TV, TV Action & Adventure;Young trainer Ash and his new friend Goh become research fellows at Professor Cerise's laboratory, traveling all over the world to learn about Pokémon.
s2059;TV Show;Exclusive Edition;James Lee;Berg Lee, Yise Loo, Alvin Wong, Hady, Monday Kang, Ruobing, Wymen Yang, May June, Aenie Wong, Ernest Chong;NA;August 14, 2017;2008;TV-14;1 Season;International TV Shows, TV Dramas;Young journalists working for a magazine juggle careers, romance and other challenges while reporting on social issues and news stories in Malaysia.
s1866;Movie;Dream/Killer;Andrew Jenks;Bill Ferguson, Ryan Ferguson;United States;November 20, 2019;2015;TV-MA;109 min;Documentaries;This riveting crime doc follows Bill as he confronts America's broken judicial system after his son is falsely sentenced to 40 years in prison.
s7435;Movie;Virunga: Gorillas in Peril;NA;NA;United States;February 13, 2015;2015;TV-14;29 min;Documentaries;The team behind the searing documentary reveals what inspired them to tell the story of Virunga and the lethal fight to save the gorillas' sanctuary.
s6290;Movie;The Desert Bride;Cecilia Atán, Valeria Pivato;Paulina García, Claudio Rissi;Argentina, Chile;November 8, 2018;2017;TV-14;78 min;Dramas, International Movies;While traveling across Argentina to a new job, a longtime maid encounters a salesman who opens her eyes to life's beauty and possibilities.
s7072;Movie;Thumper;Jordan Ross;Eliza Taylor, Pablo Schreiber, Daniel Webber, Lena Headey, Ben Feldman, Grant Harvey, Jazzy De Lisser, Brett Rice;United States;February 5, 2018;2017;TV-MA;93 min;Dramas, Thrillers;After moving to a hardscrabble suburban California town, a young woman becomes dangerously entangled with a local drug enterprise.
s3348;Movie;Kevin Hart: Zero F**ks Given;Leslie Small;Kevin Hart;United States;November 17, 2020;2020;TV-MA;70 min;Stand-Up Comedy;Kevin Hart serves up laughs and brick oven pizza from the comfort of his home, and dishes on male group chats, sex after 40 and life with COVID-19.
s688;Movie;Bad Boys;Michael Bay;Will Smith, Martin Lawrence, Téa Leoni, Tchéky Karyo, Theresa Randle, Joe Pantoliano, Emmanuel Xuereb, Michael Imperioli, Nestor Serrano, Julio Oscar Mechoso;United States;October 1, 2019;1995;R;119 min;Action & Adventure, Comedies;In this fast-paced actioner, two Miami narcotics cops are hot on the trail of a master crook who has snatched $100 million worth of heroin.
s5280;Movie;Rooting for Roona;Pavitra Chalam, Akshay Shankar;NA;India;October 15, 2020;2020;TV-PG;42 min;Documentaries, International Movies;In rural India, a child with hydrocephalus gets a chance at life-changing surgery after her photos go viral. This documentary charts her journey.
s4432;TV Show;Nature's Great Events (2009);NA;David Attenborough;United States, United Kingdom;October 10, 2015;2009;TV-PG;1 Season;British TV Shows, Docuseries, Science & Nature TV;This series looks at how seasonal changes cause shifting weather patterns and ocean currents, creating the conditions for spectacular wildlife events.
s4828;Movie;Perfect Bid: The Contestant Who Knew Too Much;C.J. Wallis;Theodore Slauson;Canada;April 30, 2019;2017;TV-MA;72 min;Documentaries;A "Price Is Right" superfan brings a bit of scandal to the long-running show by figuring out the answers to the questions before they're asked.
s6258;Movie;The Crystal Calls Making the Dark Crystal: Age of Resistance;Randall Lobb;Taron Egerton, Natalie Dormer, Simon Pegg, Jason Isaacs;United States;September 14, 2019;2019;TV-PG;83 min;Documentaries, International Movies;Go behind the scenes with stars, puppeteers and creators as they bring Jim Henson's magical world of Thra back to life in a sweeping fantasy series.
s4897;Movie;Pokémon the Movie: I Choose You!;Kunihiko Yuyama;Ikue Otani, Sarah Natochenny, David Oliver Nelson, Mike Pollock, Kate Bristol, Suzy Myers, Rodger Parsons;Japan;January 1, 2019;2017;TV-Y7;97 min;Anime Features, Children & Family Movies;When Ash tries to pick his first Pokémon on his birthday, he ends up with a stubborn Pikachu and they embark on a journey to find the legendary Ho-Oh.
s4862;Movie;Pineapple Express;David Gordon Green;Seth Rogen, James Franco, Danny McBride, Kevin Corrigan, Craig Robinson, Gary Cole, Rosie Perez, Ed Begley Jr., Nora Dunn, Amber Heard;United States;September 1, 2020;2008;R;112 min;Action & Adventure, Comedies;After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them.
s2558;TV Show;Gurren Lagann;NA;Tetsuya Kakihara, Katsuyuki Konishi, Marina Inoue, Masaya Onosaka, Nobuyuki Hiyama, Shizuka Ito, Daiki Nakamura, Kisho Taniyama, Rina Sato, Kana Ueda, Kana Asumi, Mitsuki Saiga, Takako Honda, Yukari Fukui, Kiyoyuki Yanada, Michiko Neya, Akio Suyama, Kiyoshi Kawakubo, Narushi Ikeda, Andrea Kwan, Brett Weaver, Bridget Hoffman, Dave Bridges, David Lee Mckinney, Hynden Walch, Kyle Hebert, Michelle Ruff, Yuri Lowenthal;Japan;September 1, 2017;2007;TV-14;1 Season;Anime Series, International TV Shows;When a young laborer escapes to the world aboveground, he discovers a violent land in which humans battle robots controlled by a power-hungry noble.
s7363;Movie;Unspeakable Acts;Linda Otto;Jill Clayburgh, Brad Davis, Sam Behrens;United States;October 1, 2011;1990;TV-14;95 min;Dramas;Laurie and Joseph are doctors who interview sexually abused children. With a lot of energy they track down a pedophile who has abused many toddlers.
s2190;Movie;Fisherman's Friends;Chris Foggin;Daniel Mays, James Purefoy, David Hayman, Dave Johns, Sam Swainsbury, Tuppence Middleton, Noel Clarke, Maggie Steed, Vahid Gold, Christian Brassington;United Kingdom;October 22, 2020;2019;PG-13;112 min;Comedies, Dramas, Music & Musicals;Sea shanties have long united 10 Cornish fishermen, but when their chants sail to the music charts, their friendship is kept at bay.
s5426;Movie;Scandal in Sorrento;Dino Risi;Vittorio De Sica, Sophia Loren, Lea Padovani, Antonio Cifariello, Tina Pica, Mario Carotenuto, Yoka Berretty, Virgilio Riento, Clara Crispo, Pasquale Misiano;Italy, France;November 13, 2020;1955;TV-PG;93 min;Classic Movies, Comedies, Independent Movies;When a marshal moves back to his hometown, he finds a woman renting his property who refuses to leave but soon captures his affection.
s3899;TV Show;Man vs Wild with Sunny Leone;NA;Bear Grylls, Sunny Leone;NA;December 1, 2018;2018;TV-PG;1 Season;International TV Shows, Reality TV, TV Action & Adventure;The adventures of Bear Grylls get a unique spin as Bollywood star Sunny Leone hosts the show famous for revealing Bear's wilderness survival skills.
s4018;Movie;Meet the Trumps: From Immigrant to President;Paul Berczeller, Mark Radice;NA;United Kingdom;October 25, 2017;2017;TV-14;48 min;Documentaries;Learn about Donald Trump's family history, including his immigrant grandfather's gold-rush enterprises and his dad's development of a property empire.
s4008;Movie;Mean Girls 2;Melanie Mayron;Meaghan Martin, Maiara Walsh, Jennifer Stone, Nicole Gale Anderson, Claire Holt, Diego Boneta, Linden Ashby, Rhoda Griffis, Mike Pniewski, Patrick Johnson, Tim Meadows;United States;January 1, 2021;2011;PG-13;98 min;Comedies;The father of a high school pariah offers to pay another student's way through college if she makes friends with his outcast daughter.
s1873;TV Show;DreamWorks Spooky Stories;NA;Antonio Banderas, Hugh Laurie, Mike Myers, Reese Witherspoon, Seth Rogen, Kristen Schaal, Dean Edwards;United States;October 25, 2018;2009;TV-PG;1 Season;Kids' TV, TV Comedies;Shrek dares his friends to bring on the scary with ghost stories told in a haunted castle. Later, Ginormica and the Monsters face alien pumpkins.
s3821;TV Show;Lunatics;NA;Chris Lilley;Australia;April 19, 2019;2019;TV-MA;1 Season;International TV Shows, TV Comedies;This mockumentary series follows the peculiar lives of six eccentric – and sometimes obscene – misfits who march to their own beat.
s1785;TV Show;Diva Brides;NA;NA;NA;October 2, 2019;2017;TV-MA;1 Season;British TV Shows, Reality TV;In this reality series, brides-to-be stop at nothing to have their dream weddings despite meager funds, fallouts with friends or even absent grooms.
s4027;Movie;Memoir of a Murderer;Shin-yeon Won;Kyung-gu Seol, Nam-gil Kim, Seol-hyun Kim, Dal-su Oh, Seok-jeong Hwang, In-Gum Jung, Ki-jun Shin, Jin-young Jang, Rina Shin, Hye-yoon Kim;South Korea;February 19, 2018;2017;TV-MA;118 min;Dramas, International Movies, Thrillers;Hiding his own murderous past, a man suffering from Alzheimer's must protect his daughter from her boyfriend, who he suspects is also a serial killer.
s6784;Movie;The Prison;Na Hyeon;Suk-kyu Han, Rae-won Kim, Kyeong-yeong Lee, Woong-in Jeong, Jae-yun Jo, Sung-rok Shin, Kim Sung-kyun, Kwak Min-ho;South Korea;November 18, 2017;2017;TV-MA;125 min;Action & Adventure, Dramas, International Movies;A cop-turned-convict discovers a crime syndicate inside a prison lorded over by an inmate crime boss – and joins in on their nightly heists.
s3371;TV Show;Kid-E-Cats;NA;Lori Gardner, Kate Bristol, Billy Bob Thompson, Marc Thompson, Erica Schroeder;Russia;November 1, 2020;2016;TV-Y;1 Season;Kids' TV;Cookie, Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning.
s5664;TV Show;Sleepless Society: Insomnia;Pantham Thongsang, Cheewatan Pusitsuksa;Chutimon Chuengcharoensukying, Sutthirak Subvijitra, Nutthasit Kotimanuswanich, Sita Maharavidejakorn, Sutthatip Wutichaipradit, Warisara Yu, Chokchai Charoensuk, Supoj Pongpancharoen, Nikorn Sae Tang, Gandhi Wasuwitchayagit, Petchpatchara Kitkrairaj, Duangjai Hirunsri, Nilacha Fuangfukiet, Teeranai Na Nongk้hai, Sumontha Suanpolrat, Wimolphan Chaleejunghan, Damkerng Thitapiyasak, Natthawara Hongsuwan, Nunthapak Chalermpuwadej, Tachatorn Supanan;Thailand;February 13, 2020;2019;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;Haunted by recurring visions, a young woman with insomnia visits an old home to solve a mystery and put her nightmares to an end.
s3991;Movie;Matichya Chuli;Sudesh Manjrekar, Atul Kale;Sudhir Joshi, Vandana Gupte, Ankush Chaudhari, Madhura Velankar, Sanjay Mone, Anand Abhyankar;India;February 15, 2018;2006;TV-14;132 min;Comedies, Dramas, International Movies;A jealous, possessive mother thinks she is competing with her new daughter-in-law for the affections of her overindulged son.
s2439;TV Show;Glitter Force;NA;Laura Bailey, Kate Higgins, Alex Cazares, Colleen O'Shaughnessey, Danielle Nicole, Debi Derryberry, Mary Elizabeth McGlynn, Patrick Seitz, Keith Silverstein;Japan;August 26, 2016;2016;TV-Y7;2 Seasons;Anime Series, Kids' TV;Five preteen girls learn they're a legendary superhero squad known as the Glitter Force. Their mission? To defend Earth from evil fairy-tale villains.
